scenario_id,policy_year,decl_rate,term_rate,ans_rate,provenance
nil,21,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,22,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,23,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,24,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,25,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,26,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,27,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,28,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,29,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,30,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,31,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,32,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,33,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,34,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,35,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,36,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,37,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,38,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,39,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
nil,40,0.0000,0.0000,0.0000,"[std] zero declared surplus; the level may be zero euros [S9], so the interest surplus is zero and never negative"
